#2.0#2022 09 18 09:36:38.508#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:21 UTC 2022] cookie@0.4.0 /tmp/app/node_modules/express-session/node_modules/cookie (STDOUT, STG)#
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] aws-sign2@0.7.0 /tmp/app/node_modules/@sap/audit-logging/node_modules/aws-sign2 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] request@2.88.2 /tmp/app/node_modules/@sap/audit-logging/node_modules/request (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] ms@2.1.2 /tmp/app/node_modules/@sap/audit-logging/node_modules/ms (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] debug@4.2.0 /tmp/app/node_modules/@sap/audit-logging/node_modules/debug (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] @sap/audit-logging@4.2.0 /tmp/app/node_modules/@sap/audit-logging (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] @sap/approuter@10.5.1 /tmp/app/node_modules/@sap/approuter (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:44 UTC 2022] Installing any new modules (package.json + package-lock.json) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.522#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:52 UTC 2022] Cell c023d838-ff75-4b01-a4ea-2fd89e05ccba destroying container for instance 1a3ca565-cacc-4dec-4473-c91d (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:52 UTC 2022] Exit status 137 (STDOUT, PROXY)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:53 UTC 2022] Cell c023d838-ff75-4b01-a4ea-2fd89e05ccba successfully destroyed container for instance 1a3ca565-cacc-4dec-4473-c91d (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:59 UTC 2022] updated 263 packages in 14.735s (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:59 UTC 2022] run `npm fund` for details (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:59 UTC 2022] 2 packages are looking for funding (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:01 UTC 2022] service is not configured to run with Sealights (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:01 UTC 2022] inside Sealights hook (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:01 UTC 2022] Contrast Security no credentials found. Will not write environment files. (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:09 UTC 2022] Uploading build artifacts cache... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:09 UTC 2022] Uploading droplet... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:09 UTC 2022] Uploading droplet, build artifacts cache... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:09 UTC 2022] Exit status 0 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:09 UTC 2022] Uploaded build artifacts cache (225B) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:10 UTC 2022] Creating droplet for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:14 UTC 2022] Uploaded droplet (43M) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:14 UTC 2022] Uploading complete (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:15 UTC 2022] Cell a90fbd1a-75fb-4163-a26d-ea33f5b231b7 destroying container for instance 9c1d82c4-3d25-45e5-8e04-ec7316b88cdf (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:15 UTC 2022] Cell a90fbd1a-75fb-4163-a26d-ea33f5b231b7 stopping instance 9c1d82c4-3d25-45e5-8e04-ec7316b88cdf (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:16 UTC 2022] Cell a90fbd1a-75fb-4163-a26d-ea33f5b231b7 successfully destroyed container for instance 9c1d82c4-3d25-45e5-8e04-ec7316b88cdf (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:25 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({:droplet_guid=>"5886e01d-57de-431d-9942-fbd53c908e6a"}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:26 UTC 2022] Creating revision for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:26 UTC 2022] Starting app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:26 UTC 2022] Cell 857d7130-5db4-4556-8af4-e85a69114797 creating container for instance 5cd462b0-e1be-4d90-5f61-8327 (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:27 UTC 2022] Cell 857d7130-5db4-4556-8af4-e85a69114797 successfully created container for instance 5cd462b0-e1be-4d90-5f61-8327 (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:28 UTC 2022] Downloading droplet... (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:31 UTC 2022] Starting health monitoring of container (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:31 UTC 2022] Downloaded droplet (43M) (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] > node node_modules/@sap/approuter/approuter.js (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] > approuter@ start /home/vcap/app (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] {"written_at":"2022-09-18T09:16:32.416Z","written_ts":1663492592416000000,"csn_component":"-","correlation_id":"-","type":"log","logger":"nodejs-logger","layer":"/LoggingLibrary","level":"warning","container_id":"10.5.9.48","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"","msg":"Dynamic log level switching not available"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] {"written_at":"2022-09-18T09:16:32.760Z","written_ts":1663492592760000000,"csn_component":"-","correlation_id":"l874jfco","type":"log","logger":"nodejs-logger","layer":"/approuter","level":"info","container_id":"10.5.9.48","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l874jfco","msg":"Application router version 10.5.1"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] {"written_at":"2022-09-18T09:16:32.764Z","written_ts":1663492592764000000,"csn_component":"-","correlation_id":"l874jfcs","type":"log","logger":"nodejs-logger","layer":"/Configuration","level":"info","container_id":"10.5.9.48","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l874jfcs","msg":"No COOKIES environment variable"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] {"written_at":"2022-09-18T09:16:32.769Z","written_ts":1663492592769000000,"csn_component":"-","correlation_id":"l874jfcx","type":"log","logger":"nodejs-logger","layer":"/Configuration","level":"warning","container_id":"10.5.9.48","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l874jfcx","msg":"No authentication will be used when accessing backends. Scopes defined in routes will be ignored."} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:32 UTC 2022] {"written_at":"2022-09-18T09:16:32.788Z","written_ts":1663492592788000000,"csn_component":"-","correlation_id":"l874jfco","type":"log","logger":"nodejs-logger","layer":"/approuter","level":"info","container_id":"10.5.9.48","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l874jfco","msg":"Application router is listening on port: 8080"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.523#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:16:34 UTC 2022] Container became healthy (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.524#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:35:09 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({"lifecycle"=>{"data"=>{}, "type"=>"buildpack"}}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.524#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:35:09 UTC 2022] Updating process: "web" (STDOUT, API)#

#2.0#2022 09 18 09:36:38.524#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:36:05 UTC 2022] Uploading app package for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.524#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:36:06 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({"environment_variables"=>"[PRIVATE DATA HIDDEN]"}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.524#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
